CommunityID,Density,ClusteringCoeff,Conductance,FlakeODF,FOMD,TPR,CutRatio,Cohesiveness,Separability
102,1.0,1.0,0.33333333,0.33333333,1.0,1.0,0.00020012,1.0,1.0
103,1.0,1.0,0.04761905,0.0,1.0,1.0,4.004e-05,1.0,10.0
104,0.33333333,0.0,0.0,0.0,0.16666667,0.0,0.0,0.2,5.0
105,0.83333333,0.75,0.16666667,0.0,1.0,1.0,0.00010008,0.66666667,2.5
106,0.8,0.78947368,0.2,0.0,1.0,1.0,0.00016016,0.5,2.0
107,0.33333333,0.0,0.0,0.0,0.16666667,0.0,0.0,0.2,5.0
108,0.83333333,0.75,0.16666667,0.0,1.0,1.0,0.00010008,0.66666667,2.5
109,1.0,1.0,0.4,0.33333333,1.0,1.0,0.00026683,1.0,0.75
110,0.7,0.6,0.06666667,0.0,1.0,1.0,4.004e-05,0.5,7.0
111,0.33333333,0.0,0.0,0.0,0.16666667,0.0,0.0,0.2,5.0
112,0.51515152,0.60301508,0.7957958,0.41666667,1.0,1.0,0.00442729,0.18181818,0.12830189
113,0.6,0.71428571,0.05263158,0.0,1.0,1.0,3.337e-05,0.4,9.0
114,0.33333333,0.0,0.0,0.0,0.16666667,0.0,0.0,0.2,5.0
115,0.25,0.0,0.0,0.0,0.25,0.0,0.0,0.14285714,7.0
116,0.93333333,0.92307692,0.0,0.0,1.0,1.0,0.0,0.8,14.0
117,0.2,0.0,0.0,0.0,0.3,0.0,0.0,0.11111111,9.0
118,0.73333333,0.72727273,0.0,0.0,1.0,1.0,0.0,0.4,11.0
119,0.5,0.0,0.23076923,0.0,0.8,0.0,0.00012012,0.25,1.66666667
120,1.0,1.0,0.53846154,0.33333333,1.0,1.0,0.00046695,1.0,0.42857143
121,0.14166667,0.21428571,0.29166667,0.125,0.625,0.25,0.00017556,0.06666667,1.21428571
122,0.33333333,0.0,0.0,0.0,0.16666667,0.0,0.0,0.2,5.0
123,0.22222222,0.0,0.0,0.0,0.44444444,0.0,0.0,0.125,8.0
124,1.0,1.0,0.5,0.33333333,1.0,1.0,0.00040024,1.0,0.5
125,0.83333333,0.75,0.23076923,0.0,1.0,1.0,0.00015012,0.66666667,1.66666667
126,0.66666667,0.0,0.42857143,0.25,1.0,0.0,0.00030024,0.66666667,0.66666667
127,0.33333333,0.0,0.0,0.0,0.16666667,0.0,0.0,0.2,5.0
128,0.8,0.78947368,0.0,0.0,1.0,1.0,0.0,0.5,8.0
129,0.83333333,0.75,0.23076923,0.0,1.0,1.0,0.00015012,0.66666667,1.66666667
130,0.83333333,0.75,0.09090909,0.0,1.0,1.0,5.004e-05,0.66666667,5.0
131,1.0,1.0,0.25,0.0,1.0,1.0,0.00013341,1.0,1.5
132,0.2,0.0,0.0,0.0,0.4,0.0,0.0,0.11111111,9.0
133,1.0,1.0,0.25,0.0,1.0,1.0,0.00013341,1.0,1.5
134,0.83333333,0.75,0.09090909,0.0,1.0,1.0,5.004e-05,0.66666667,5.0
135,0.7,0.6,0.0,0.0,1.0,1.0,0.0,0.5,7.0
136,0.7,0.6,0.0,0.0,1.0,1.0,0.0,0.5,7.0
137,1.0,1.0,0.25,0.0,1.0,1.0,0.00013341,1.0,1.5
138,1.0,1.0,0.25,0.0,1.0,1.0,0.00013341,1.0,1.5
139,0.24242424,0.14285714,0.42857143,0.25,0.75,0.41666667,0.00040096,0.09090909,0.66666667
140,1.0,1.0,0.25,0.0,1.0,1.0,0.00013341,1.0,1.5
141,0.16666667,0.0,0.29032258,0.16666667,0.41666667,0.0,0.00015036,0.09090909,1.22222222
142,0.7,0.64285714,0.06666667,0.0,1.0,1.0,4.004e-05,0.5,7.0
143,0.28571429,0.0,0.0,0.0,0.28571429,0.0,0.0,0.16666667,6.0
144,0.28571429,0.0,0.0,0.0,0.625,0.0,0.0,0.14285714,8.0
145,0.22727273,0.26086957,0.31818182,0.25,0.58333333,0.58333333,0.00023389,0.09090909,1.07142857
146,0.8,0.78947368,0.0,0.0,1.0,1.0,0.0,0.5,8.0
147,0.83333333,0.75,0.16666667,0.0,1.0,1.0,0.00010008,0.66666667,2.5
148,0.33333333,0.0,0.0,0.0,0.33333333,0.0,0.0,0.2,5.0
149,0.8,0.78947368,0.0,0.0,1.0,1.0,0.0,0.5,8.0
150,0.83333333,0.75,0.09090909,0.0,1.0,1.0,5.004e-05,0.66666667,5.0
151,0.4,0.0,0.0,0.0,0.2,0.0,0.0,0.25,4.0
152,0.4,0.0,0.0,0.0,0.2,0.0,0.0,0.25,4.0
153,0.6,0.54545455,0.14285714,0.2,0.8,0.8,8.008e-05,0.25,3.0
154,0.4,0.0,0.0,0.0,0.2,0.0,0.0,0.25,4.0
155,1.0,1.0,0.25,0.0,1.0,1.0,0.00013341,1.0,1.5
156,1.0,1.0,0.33333333,0.0,1.0,1.0,0.00020012,1.0,1.0
157,0.28571429,0.0,0.0,0.0,0.42857143,0.0,0.0,0.16666667,6.0
158,1.0,1.0,0.25,0.0,1.0,1.0,0.00013341,1.0,1.5
159,0.4,0.0,0.0,0.0,0.2,0.0,0.0,0.25,4.0
160,1.0,1.0,0.25,0.0,1.0,1.0,0.00013341,1.0,1.5
161,0.7,0.64285714,0.0,0.0,1.0,1.0,0.0,0.5,7.0
162,0.18181818,0.15,0.27272727,0.16666667,0.5,0.25,0.00015036,0.09090909,1.33333333
163,0.4,0.0,0.0,0.0,0.2,0.0,0.0,0.25,4.0
164,0.28571429,0.0,0.0,0.0,0.28571429,0.0,0.0,0.16666667,6.0
165,0.66666667,0.6,0.33333333,0.25,0.75,0.75,0.00020016,0.33333333,1.0
166,1.0,1.0,0.07692308,0.0,1.0,1.0,5.004e-05,1.0,6.0
167,0.33333333,0.0,0.0,0.0,0.33333333,0.0,0.0,0.2,5.0
168,0.4,0.0,0.0,0.0,0.2,0.0,0.0,0.25,4.0
169,0.4,0.0,0.0,0.0,0.2,0.0,0.0,0.25,4.0
170,0.33333333,0.0,0.0,0.0,0.33333333,0.0,0.0,0.2,5.0
171,0.4,0.0,0.0,0.0,0.2,0.0,0.0,0.25,4.0
172,0.83333333,0.75,0.09090909,0.0,1.0,1.0,5.004e-05,0.66666667,5.0
173,1.0,1.0,0.33333333,0.0,1.0,1.0,0.00020012,1.0,1.0
174,0.48484848,0.5786802,0.80547112,0.41666667,1.0,1.0,0.00442729,0.18181818,0.12075472
175,0.48484848,0.5786802,0.80547112,0.41666667,1.0,1.0,0.00442729,0.18181818,0.12075472
176,0.42424242,0.46583851,0.81639344,0.33333333,1.0,1.0,0.00415998,0.18181818,0.1124498
177,0.48484848,0.5786802,0.80547112,0.41666667,1.0,1.0,0.00442729,0.18181818,0.12075472
178,1.0,1.0,0.25,0.0,1.0,1.0,0.00013341,1.0,1.5
179,0.45454545,0.55307263,0.81707317,0.41666667,1.0,1.0,0.00447741,0.18181818,0.1119403
180,0.1969697,0.07692308,0.53571429,0.25,0.41666667,0.25,0.0005012,0.09090909,0.43333333
181,0.40909091,0.46308725,0.82236842,0.33333333,1.0,1.0,0.00417669,0.18181818,0.108
182,0.48484848,0.5786802,0.80547112,0.41666667,1.0,1.0,0.00442729,0.18181818,0.12075472
183,0.43939394,0.48214286,0.81229773,0.33333333,1.0,1.0,0.0041934,0.18181818,0.11553785
184,1.0,1.0,0.25,0.0,1.0,1.0,0.00013341,1.0,1.5
185,0.42424242,0.47852761,0.81639344,0.33333333,1.0,1.0,0.00415998,0.18181818,0.1124498
186,1.0,1.0,0.25,0.0,1.0,1.0,0.00013341,1.0,1.5
187,0.45454545,0.51955307,0.80582524,0.33333333,1.0,1.0,0.00415998,0.18181818,0.12048193
188,0.43939394,0.49122807,0.81229773,0.33333333,1.0,1.0,0.0041934,0.18181818,0.11553785
189,0.4,0.0,0.0,0.0,0.2,0.0,0.0,0.25,4.0
190,0.8,0.78947368,0.0,0.0,1.0,1.0,0.0,0.5,8.0
191,1.0,1.0,0.25,0.0,1.0,1.0,0.00013341,1.0,1.5
192,1.0,1.0,0.33333333,0.0,1.0,1.0,0.00020012,1.0,1.0
193,0.7,0.6,0.0,0.0,1.0,1.0,0.0,0.5,7.0
194,0.4,0.0,0.0,0.0,0.2,0.0,0.0,0.25,4.0
195,0.7,0.64285714,0.0,0.0,1.0,1.0,0.0,0.5,7.0
196,0.4,0.0,0.0,0.0,0.2,0.0,0.0,0.25,4.0
197,0.83333333,0.75,0.23076923,0.0,1.0,1.0,0.00015012,0.66666667,1.66666667
198,0.16666667,0.0,0.33333333,0.16666667,0.33333333,0.0,0.00018377,0.09090909,1.0
199,0.7,0.6,0.0,0.0,1.0,1.0,0.0,0.5,7.0
200,0.28571429,0.0,0.0,0.0,0.42857143,0.0,0.0,0.16666667,6.0
201,1.0,1.0,0.07692308,0.0,1.0,1.0,5.004e-05,1.0,6.0
202,1.0,1.0,0.25,0.0,1.0,1.0,0.00013341,1.0,1.5
203,0.18181818,0.0,0.0,0.0,0.36363636,0.0,0.0,0.1,10.0
204,0.22222222,0.0,0.0,0.0,0.44444444,0.0,0.0,0.125,8.0
205,1.0,1.0,0.07692308,0.0,1.0,1.0,5.004e-05,1.0,6.0
206,0.66666667,0.6,0.2,0.0,0.75,0.75,0.00010008,0.33333333,2.0
207,0.83333333,0.75,0.09090909,0.0,1.0,1.0,5.004e-05,0.66666667,5.0
208,0.83333333,0.75,0.23076923,0.0,1.0,1.0,0.00015012,0.66666667,1.66666667
209,0.31111111,0.34285714,0.0,0.0,0.7,0.6,0.0,0.11111111,14.0
210,0.4,0.0,0.0,0.0,0.2,0.0,0.0,0.25,4.0
211,0.4,0.0,0.0,0.0,0.2,0.0,0.0,0.25,4.0
212,1.0,1.0,0.25,0.0,1.0,1.0,0.00013341,1.0,1.5
213,1.0,1.0,0.25,0.0,1.0,1.0,0.00013341,1.0,1.5
214,0.9,0.875,0.0,0.0,1.0,1.0,0.0,0.75,9.0
215,0.24242424,0.42857143,0.38461538,0.08333333,0.58333333,0.5,0.00033414,0.09090909,0.8
216,0.5,0.0,0.23076923,0.0,0.8,0.0,0.00012012,0.25,1.66666667
217,0.83333333,0.75,0.09090909,0.0,1.0,1.0,5.004e-05,0.66666667,5.0
218,1.0,1.0,0.33333333,0.0,1.0,1.0,0.00020012,1.0,1.0
219,0.38095238,0.21428571,0.2,0.28571429,0.71428571,0.42857143,0.00011445,0.16666667,2.0
220,0.83333333,0.75,0.09090909,0.0,1.0,1.0,5.004e-05,0.66666667,5.0
221,0.83333333,0.75,0.16666667,0.0,1.0,1.0,0.00010008,0.66666667,2.5
222,0.83333333,0.75,0.09090909,0.0,1.0,1.0,5.004e-05,0.66666667,5.0
223,0.83333333,0.75,0.16666667,0.0,1.0,1.0,0.00010008,0.66666667,2.5
224,0.9,0.875,0.0,0.0,1.0,1.0,0.0,0.75,9.0
225,0.4,0.0,0.0,0.0,0.2,0.0,0.0,0.25,4.0
226,1.0,1.0,0.25,0.0,1.0,1.0,0.00013341,1.0,1.5
227,1.0,1.0,0.25,0.0,1.0,1.0,0.00013341,1.0,1.5
228,1.0,1.0,0.25,0.0,1.0,1.0,0.00013341,1.0,1.5
229,0.28571429,0.0,0.0,0.0,0.42857143,0.0,0.0,0.16666667,6.0
230,0.83333333,0.75,0.09090909,0.0,1.0,1.0,5.004e-05,0.66666667,5.0
231,0.18181818,0.0,0.22580645,0.08333333,0.58333333,0.0,0.00011695,0.09090909,1.71428571
232,0.33333333,0.0,0.0,0.0,0.33333333,0.0,0.0,0.2,5.0
233,0.18181818,0.12,0.14285714,0.08333333,0.5,0.25,6.683e-05,0.09090909,3.0
234,0.28571429,0.0,0.0,0.0,0.42857143,0.0,0.0,0.16666667,6.0
235,0.16666667,0.0,0.08333333,0.08333333,0.41666667,0.0,3.341e-05,0.09090909,5.5
236,0.28571429,0.0,0.0,0.0,0.42857143,0.0,0.0,0.16666667,6.0
237,0.33333333,0.0,0.0,0.0,0.33333333,0.0,0.0,0.2,5.0
238,0.4,0.375,0.25,0.0,0.66666667,0.5,0.00013349,0.2,1.5
239,0.5,0.0,0.0,0.0,0.25,0.0,0.0,0.33333333,3.0
240,0.5,0.0,0.0,0.0,0.25,0.0,0.0,0.33333333,3.0
241,0.5,0.0,0.0,0.0,0.25,0.0,0.0,0.33333333,3.0
242,0.5,0.0,0.0,0.0,0.25,0.0,0.0,0.33333333,3.0
243,0.33333333,0.0,0.0,0.0,0.5,0.0,0.0,0.2,5.0
244,0.27272727,0.33333333,0.07692308,0.0,0.75,0.66666667,5.012e-05,0.09090909,6.0
245,1.0,1.0,0.14285714,0.0,1.0,1.0,6.671e-05,1.0,3.0
246,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,6.0
247,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,6.0
248,0.83333333,0.75,0.09090909,0.0,1.0,1.0,5.004e-05,0.66666667,5.0
249,0.5,0.0,0.0,0.0,0.25,0.0,0.0,0.33333333,3.0
250,0.5,0.0,0.0,0.0,0.25,0.0,0.0,0.33333333,3.0
251,0.4,0.0,0.0,0.0,0.4,0.0,0.0,0.25,4.0
252,0.18181818,0.17647059,0.29411765,0.16666667,0.66666667,0.25,0.00016707,0.09090909,1.2
253,0.21212121,0.0,0.0,0.0,0.75,0.0,0.0,0.09090909,14.0
254,0.5,0.0,0.0,0.0,0.25,0.0,0.0,0.33333333,3.0
255,1.0,1.0,0.14285714,0.0,1.0,1.0,6.671e-05,1.0,3.0
256,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,6.0
257,0.83333333,0.75,0.0,0.0,1.0,1.0,0.0,0.66666667,5.0
258,0.5,0.0,0.0,0.0,0.25,0.0,0.0,0.33333333,3.0
259,0.21212121,0.20689655,0.15151515,0.0,0.58333333,0.41666667,8.353e-05,0.09090909,2.8
260,0.5,0.0,0.0,0.0,0.25,0.0,0.0,0.33333333,3.0
261,0.33333333,0.0,0.0,0.0,0.5,0.0,0.0,0.2,5.0
262,0.83333333,0.75,0.0,0.0,1.0,1.0,0.0,0.66666667,5.0
263,1.0,1.0,0.14285714,0.0,1.0,1.0,6.671e-05,1.0,3.0
264,0.83333333,0.75,0.09090909,0.0,1.0,1.0,5.004e-05,0.66666667,5.0
265,0.83333333,0.75,0.0,0.0,1.0,1.0,0.0,0.66666667,5.0
266,0.83333333,0.75,0.0,0.0,1.0,1.0,0.0,0.66666667,5.0
267,0.28787879,0.28,0.40625,0.33333333,0.83333333,0.75,0.00043438,0.09090909,0.73076923
268,0.66666667,0.6,0.2,0.0,0.75,0.75,0.00010008,0.33333333,2.0
269,1.0,1.0,0.14285714,0.0,1.0,1.0,6.671e-05,1.0,3.0
270,1.0,1.0,0.14285714,0.0,1.0,1.0,6.671e-05,1.0,3.0
271,1.0,1.0,0.14285714,0.0,1.0,1.0,6.671e-05,1.0,3.0
272,1.0,1.0,0.14285714,0.0,1.0,1.0,6.671e-05,1.0,3.0
273,1.0,1.0,0.14285714,0.0,1.0,1.0,6.671e-05,1.0,3.0
274,1.0,1.0,0.25,0.0,1.0,1.0,0.00013341,1.0,1.5
275,0.83333333,0.75,0.0,0.0,1.0,1.0,0.0,0.66666667,5.0
276,1.0,1.0,0.14285714,0.0,1.0,1.0,6.671e-05,1.0,3.0
277,0.22222222,0.0,0.0,0.0,0.44444444,0.0,0.0,0.125,8.0
278,0.4,0.0,0.0,0.0,0.4,0.0,0.0,0.25,4.0
279,1.0,1.0,0.14285714,0.0,1.0,1.0,6.671e-05,1.0,3.0
280,0.5,0.0,0.0,0.0,0.25,0.0,0.0,0.33333333,3.0
281,0.16666667,0.0,0.15384615,0.08333333,0.25,0.0,6.683e-05,0.09090909,2.75
282,0.5,0.0,0.0,0.0,0.25,0.0,0.0,0.33333333,3.0
283,0.83333333,0.75,0.0,0.0,1.0,1.0,0.0,0.66666667,5.0
284,0.3030303,0.36263736,0.21568627,0.0,0.75,0.75,0.00018377,0.09090909,1.81818182
285,1.0,1.0,0.14285714,0.0,1.0,1.0,6.671e-05,1.0,3.0
286,1.0,1.0,0.14285714,0.0,1.0,1.0,6.671e-05,1.0,3.0
287,0.5,0.0,0.0,0.0,0.25,0.0,0.0,0.33333333,3.0
288,0.83333333,0.75,0.0,0.0,1.0,1.0,0.0,0.66666667,5.0
289,0.5,0.0,0.0,0.0,0.25,0.0,0.0,0.33333333,3.0
290,0.83333333,0.75,0.0,0.0,1.0,1.0,0.0,0.66666667,5.0
291,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,6.0
292,0.28571429,0.0,0.0,0.0,0.57142857,0.0,0.0,0.16666667,6.0
293,0.4,0.0,0.0,0.0,0.4,0.0,0.0,0.25,4.0
294,0.5,0.0,0.0,0.0,0.25,0.0,0.0,0.33333333,3.0
295,1.0,1.0,0.14285714,0.0,1.0,1.0,6.671e-05,1.0,3.0
296,0.5,0.0,0.0,0.0,0.25,0.0,0.0,0.33333333,3.0
297,0.5,0.0,0.0,0.0,0.25,0.0,0.0,0.33333333,3.0
298,0.5,0.0,0.0,0.0,0.25,0.0,0.0,0.33333333,3.0
299,1.0,1.0,0.14285714,0.0,1.0,1.0,6.671e-05,1.0,3.0
300,0.5,0.0,0.0,0.0,0.25,0.0,0.0,0.33333333,3.0
301,0.40909091,0.44230769,0.82236842,0.33333333,1.0,1.0,0.00417669,0.18181818,0.108
302,0.39393939,0.42567568,0.81021898,0.33333333,1.0,1.0,0.0037089,0.18181818,0.11711712
303,0.28787879,0.38028169,0.84615385,0.33333333,0.91666667,0.75,0.00349171,0.09090909,0.09090909
304,0.40909091,0.44230769,0.82236842,0.33333333,1.0,1.0,0.00417669,0.18181818,0.108
305,0.40909091,0.44230769,0.82236842,0.33333333,1.0,1.0,0.00417669,0.18181818,0.108
306,0.34848485,0.328125,0.81889764,0.41666667,1.0,1.0,0.00347501,0.18181818,0.11057692
307,0.33333333,0.46363636,0.81666667,0.41666667,0.66666667,0.66666667,0.00327453,0.09090909,0.1122449
308,0.40909091,0.44230769,0.82236842,0.33333333,1.0,1.0,0.00417669,0.18181818,0.108
309,0.40909091,0.44230769,0.82236842,0.33333333,1.0,1.0,0.00417669,0.18181818,0.108
310,0.40909091,0.44230769,0.82236842,0.33333333,1.0,1.0,0.00417669,0.18181818,0.108
311,0.37878788,0.40425532,0.80694981,0.33333333,1.0,1.0,0.00349171,0.18181818,0.11961722
312,0.40909091,0.44230769,0.82236842,0.33333333,1.0,1.0,0.00417669,0.18181818,0.108
313,0.40909091,0.44230769,0.82236842,0.33333333,1.0,1.0,0.00417669,0.18181818,0.108
314,0.39393939,0.42567568,0.81021898,0.33333333,1.0,1.0,0.0037089,0.18181818,0.11711712
